"STATION","DATE","ACMC","ACMH","ACSC","ACSH","ADPT","ASLP","ASTP","AWBT","AWDR","AWND","DAEV","DAPR","DASF","DATN","DATX","DAWM","DWPR","EVAP","FMTM","FRGB","FRGT","FRTH","GAHT","MDEV","MDPR","MDSF","MDTN","MDTX","MDWM","MNPN","MXPN","PGTM","PRCP","PSUN","RHAV","RHMN","RHMX","SN01","SN02","SN03","SN11","SN12","SN13","SN14","SN21","SN22","SN23","SN31","SN32","SN33","SN34","SN35","SN36","SN51","SN52","SN53","SN54","SN55","SN56","SN57","SN61","SN72","SN81","SN82","SN83","SNOW","SNWD","SX01","SX02","SX03","SX11","SX12","SX13","SX14","SX15","SX17","SX21","SX22","SX23","SX31","SX32","SX33","SX34","SX35","SX36","SX51","SX52","SX53","SX54","SX55","SX56","SX57","SX61","SX72","SX81","SX82","SX83","TAVG","TAXN","THIC","TMAX","TMIN","TOBS","TSUN","WDF1","WDF2","WDF5","WDFG","WDFI","WDFM","WDMV","WESD","WESF","WSF1","WSF2","WSF5","WSFG","WSFI","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03","WV07","WV18","WV20","alt","station_info","station_name","time"
"USW00023174","2024-07-04",,,,,"15.6","1013.5","1002.0","16.7",,"3.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   83","   71","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.6",,,"21.7","16.7",,,,"  280","  270",,,,,,,,"7.2","10.3",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-05",,,,,"16.7","1009.8","998.0","17.8",,"2.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   68","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.1",,,"22.8","17.2",,,,"  270","  250",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-06",,,,,"17.8","1010.5","999.0","18.9",,"2.9",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   83","   62","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.1",,,"26.7","18.9",,,,"  260","  170",,,,,,,,"5.8","8.5",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-07",,,,,"17.2","1012.5","1000.7","18.3",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   64","  100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.0",,,"23.9","16.7",,,,"  270","  240",,,,,,,,"6.3","10.3",,,,"    1","    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-08",,,,,"16.1","1010.2","998.6","17.2",,"3.2",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   86","   73","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.9",,,"22.2","16.1",,,,"  260","  270",,,,,,,,"5.8","8.9",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-09",,,,,"16.7","1009.8","998.3","17.8",,"3.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   86","   71","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.0",,,"23.3","16.7",,,,"  230","  230",,,,,,,,"6.7","10.3",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-10",,,,,"16.7","1010.8","999.3","17.8",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   69","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.4",,,"23.9","17.2",,,,"  240","  250",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-11",,,,,"16.7","1011.2","999.7","17.8",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   85","   67","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.9",,,"24.4","16.7",,,,"  280","  260",,,,,,,,"7.6","9.8",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-12",,,,,"16.7","1011.5","1000.0","17.8",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   87","   79","  100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.0",,,"21.7","17.2",,,,"  260","  290",,,,,,,,"8.9","11.2",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-13",,,,,"16.7","1014.2","1002.7","17.8",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   83","   69","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.7",,,"23.3","17.8",,,,"  260","  250",,,,,,,,"9.4","12.1",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-14",,,,,"16.7","1016.6","1004.7","17.8",,"3.9",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   82","   71","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.1",,,"23.9","17.8",,,,"  260","  240",,,,,,,,"7.6","11.2",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-15",,,,,"16.1","1015.9","1004.1","17.8",,"4.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   71","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.7",,,"22.8","17.8",,,,"  260","  230",,,,,,,,"9.4","12.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-16",,,,,"16.1","1014.6","1003.0","17.8",,"4.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   75","   62","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.6",,,"24.4","17.8",,,,"  260","  250",,,,,,,,"8.1","11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-17",,,,,"16.7","1013.9","1002.0","18.3",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   66","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.8",,,"24.4","18.3",,,,"  260","  250",,,,,,,,"8.1","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-18",,,,,"17.2","1014.6","1002.7","18.3",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   82","   71","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.7",,,"23.3","17.2",,,,"  260","  260",,,,,,,,"8.1","11.6",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-19",,,,,"17.2","1014.6","1002.7","17.8",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   85","   69","  100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.9",,,"23.9","16.7",,,,"  260","  260",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-20",,,,,"16.1","1012.9","1001.4","17.2",,"3.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   83","   71","  100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.6",,,"22.2","16.7",,,,"  260","  280",,,,,,,,"7.6","10.7",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-21",,,,,"16.7","1011.9","1000.3","18.3",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   64","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.7",,,"25.0","18.3",,,,"  260","  240",,,,,,,,"7.2","9.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-22",,,,,"15.6","1010.5","999.0","17.8",,"3.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   72","   58","   84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.2",,,"24.4","18.3",,,,"  280","  280",,,,,,,,"8.9","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-23",,,,,"16.7","1012.9","1001.4","18.3",,"3.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   69","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.7",,,"23.9","18.3",,,,"  270","  260",,,,,,,,"7.2","9.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-24",,,,,"16.1","1016.3","1004.7","17.8",,"4.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   64","   91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.1",,,"23.9","17.2",,,,"  260","  220",,,,,,,,"7.6","11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-25",,,,,"16.7","1015.6","1004.1","18.3",,"3.9",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   60","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.6",,,"24.4","17.2",,,,"  260","  290",,,,,,,,"7.6","10.7",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-26",,,,,"16.1","1012.2","1000.3","17.2",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   68","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.4",,,"22.2","16.1",,,,"  270","  260",,,,,,,,"7.2","9.4",,,,"    1","    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-27",,,,,"15.0","1011.9","1000.0","16.7",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   66","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.3",,,"22.8","16.7",,,,"  270","  270",,,,,,,,"8.1","10.7",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-28",,,,,"15.0","1013.2","1001.4","16.7",,"3.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   60","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.3",,,"23.3","16.7",,,,"  250","  280",,,,,,,,"6.7","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-29",,,,,"14.4","1014.2","1002.7","16.1",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   61","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.3",,,"22.2","15.6",,,,"  250","  270",,,,,,,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-30",,,,,"15.0","1013.5","1001.7","16.7",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   68","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.6",,,"21.7","15.6",,,,"  280","  280",,,,,,,,"7.2","10.7",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-31",,,,,"15.0","1013.2","1001.4","16.1",,"3.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   82","   66","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.2",,,"21.7","15.6",,,,"  270","  280",,,,,,,,"7.2","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-01",,,,,"15.6","1015.6","1003.7","16.7",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   84","   71","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.2",,,"21.7","16.1",,,,"  260","  290",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-02",,,,,"16.1","1015.9","1004.4","17.8",,"3.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   64","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.5",,,"24.4","17.8",,,,"  270","  290",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-03",,,,,"15.6","1013.2","1002.0","17.2",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   62","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.1",,,"23.9","17.2",,,,"  270","  260",,,,,,,,"8.9","11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-04",,,,,"16.1","1011.5","999.7","17.2",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   66","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.5",,,"22.8","16.7",,,,"  260","  240",,,,,,,,"8.9","10.3",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-05",,,,,"15.6","1011.9","1000.3","17.8",,"3.3",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   74","   60","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.4",,,"25.0","17.2",,,,"  270","  240",,,,,,,,"7.6","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-06",,,,,"17.8","1013.2","1002.0","19.4",,"2.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   62","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.5",,,"26.7","18.3",,,,"  280","  260",,,,,,,,"7.2","9.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-07",,,,,"18.3","1014.9","1003.4","19.4",,"2.9",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   57","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.2",,,"27.8","18.9",,,,"  260","  150",,,,,,,,"6.3","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-08",,,,,"17.2","1012.9","1001.4","18.3",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   64","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.1",,,"25.0","17.2",,,,"  270","  270",,,,,,,,"7.2","10.3",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-09",,,,,"16.7","1011.9","1000.3","17.8",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   66","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.8",,,"23.9","17.2",,,,"  280","  250",,,,,,,,"8.9","11.6",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-10",,,,,"16.7","1011.9","1000.0","18.3",,"3.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   62","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.1",,,"26.7","17.8",,,,"  270","  260",,,,,,,,"7.2","9.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-11",,,,,"17.8","1013.2","1001.7","19.4",,"3.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   66","   91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.6",,,"25.6","18.9",,,,"  270","  270",,,,,,,,"6.3","8.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-12",,,,,"17.2","1013.2","1001.4","18.3",,"4.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   69","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.2",,,"24.4","18.9",,,,"  260","  220",,,,,,,,"7.2","9.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-13",,,,,"17.2","1012.9","1001.4","18.9",,"2.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   64","   91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.3",,,"25.6","18.3",,,,"  280","  250",,,,,,,,"7.6","10.3",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-14",,,,,"17.8","1013.9","1002.4","19.4",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   66","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.6",,,"25.0","18.3",,,,"  260","  260",,,,,,,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-15",,,,,"17.8","1012.2","1000.3","19.4",,"2.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   60","   91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.6",,,"25.6","18.3",,,,"  260","  260",,,,,,,,"6.3","8.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-16",,,,,"18.3","1011.9","1000.3","20.0",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   61","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.7",,,"27.8","19.4",,,,"  260","  250",,,,,,,,"8.1","11.2",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-17",,,,,"17.8","1012.9","1001.4","18.9",,"3.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   64","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.9",,,"25.0","19.4",,,,"  240","  240",,,,,,,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-18",,,,,"17.2","1013.5","1001.7","18.9",,"3.2",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   66","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.2",,,"24.4","18.9",,,,"  270","  260",,,,,,,,"7.6","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-19",,,,,"17.2","1013.9","1002.0","18.9",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   74","   60","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.7",,,"26.1","18.3",,,,"  250","  270",,,,,,,,"7.6","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-20",,,,,"17.2","1013.2","1002.0","19.4",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   71","   51","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.7",,,"27.8","18.9",,,,"  270","  270",,,,,,,,"6.7","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-21",,,,,"17.8","1013.2","1001.7","19.4",,"3.2",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   75","   56","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.7",,,"28.9","18.3",,,,"  260","  260",,,,,,,,"8.1","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-22",,,,,"16.7","1013.2","1001.4","18.3",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   64","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.1",,,"25.0","18.9",,,,"  250","  250",,,,,,,,"7.6","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-23",,,,,"15.6","1014.2","1002.4","17.2",,"3.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   74","   60","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.6",,,"25.0","17.2",,,,"  270","  280",,,,,,,,"8.9","11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-24",,,,,"15.6","1015.9","1004.1","17.2",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   75","   55","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.2",,,"24.4","16.1",,,,"  270","  220",,,,,,,,"8.1","13.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-25",,,,,"16.1","1016.6","1004.7","17.8",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   75","   62","   84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.6",,,"25.6","17.2",,,,"  260","  260",,,,,,,,"7.6","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-26",,,,,"16.7","1016.3","1004.7","18.3",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   75","   54","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.3",,,"26.1","17.8",,,,"  250","  220",,,,,,,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-27",,,,,"16.1","1014.6","1003.0","17.8",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   82","   69","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.3",,,"22.8","17.2",,,,"  270","  260",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-28",,,,,"15.6","1014.2","1002.7","17.2",,"3.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   64","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.6",,,"22.8","17.2",,,,"  270","  250",,,,,,,,"7.2","12.5",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-29",,,,,"15.6","1015.2","1003.7","17.2",,"4.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   64","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.6",,,"23.3","17.2",,,,"  260","  230",,,,,,,,"8.1","13.0",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-30",,,,,"15.6","1015.6","1004.1","17.2",,"3.3",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   68","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.9",,,"22.2","16.7",,,,"  260","  250",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-08-31",,,,,"16.7","1013.9","1002.4","18.3",,"2.8",,,,,,,,,,,,,,,,,,,,,," 1551","0.0",,"   80","   71","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.6",,,"23.9","17.2",,,,"  270","  280",,,,,,,,"7.6","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-09-01",,,,,"17.8","1012.2","1000.7","18.9",,"2.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   69","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.8",,,"25.0","18.9",,,,"  270","  270",,,,,,,,"7.2","9.4",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
